OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,LATITUDE,LONGITUDE,ADDRESS,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious,PercentRenters,MedianHomeValue,Vpdmax_july,Vpdmax_aug,UDO,ZONE_GEN,ZoneShort,pm_t_f,am_t_f,af_t_f
366,B3A61B6E-F9DF-498A-BCC7-AFE9ED5A8F5E,willow oak,Quercus,phellos,NA,QUPH                ,189796,18:51.0,24:50.1,S-O18-QUPH-048,3343,36.007998,-78.93635,"2250 Erwin Rd, Durham, NC 27705, USA",,18.4,49,20:52.0,,Trunk sprout; epicormic branching; power line ,2,2,2,2,1,4,25,4,66,100,,24.16559982,21.82219887,UC, , ,83.44174194,69.90441132,85.21063232
367,081DD8C1-9DA6-46DD-BB66-B02F3DAE266C,lagerstroemia,Lagerstroemia,spp.,NA,LAGER               ,203642,03:16.0,06:51.2,S-O21-LAUN-047,37928,36.005506,-78.895477,"118 W Trinity Ave, Durham, NC 27701, USA","Multi stemmed (3.6, 4.1, 4.4, 4.5)",5.4,78,05:24.0,04:29.0,,2,1,1,1,5,4,25,5,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.61019135,67.61621094,84.24699402
369,51A68781-1A1D-4153-9E7E-B070BCE978AA,unlisted plant,,,NA,,189796,38:55.0,,S-O21-ASTR-065,59420,36.005299,-78.893293,"110 E Trinity Ave, Durham, NC 27701, USA",Paw paw,0.8,316,40:23.0,,,2,2,2,2,1,4,55,4,37,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.82543182,67.3747406,83.73858643
371,1A7083A7-2B75-4457-848A-B144001ED2A9,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,38:20.0,10:54.2,S-P21-PRUN-072,6898,36.00032,-78.8909,"416 Dowd St, Durham, NC 27701, USA",,0.55,429,39:06.0,09:37.3,,2,2,2,2,1,5,55,4,63,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.2831955,67.54627228,84.85644531
372,57CE7B27-73DA-4B01-B00B-B18C01FC23B2,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,22:05.0,36:16.1,S-O18-CECA-001,3273,36.00858,-78.93973,"508 Fulton St, Durham, NC 27705, USA","DBH taken at 2' 10""",2.3,1,23:32.0,24:45.4,,2,3,2,2,1,5,35,3,66,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.14345551,70.14968109,84.95131683
374,1C6270DC-17C2-413E-99D8-B23B351EA890,American elm,Ulmus,americana,NA,ULAM                ,189796,55:30.0,54:27.2,S-Q21-ULAM-006,3358,35.99427,-78.90167,"Pettigrew St at Mangum St (WB), Durham, NC 27701, USA",,4.9,220,57:27.0,,,2,1,2,2,1,5,15,5,70,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.44177246,69.15435028,84.35710144
375,9C743B93-B045-4747-8A24-B2818C85D3B1,Japanese maple,Acer,palmatum,NA,ACPA2               ,189796,12:50.0,,S-O21-ACPA-060,3001,36.005451,-78.894503,"104 W Trinity Ave, Durham, NC 27701, USA","Multistemmed other dbh: 2.5, 2.65, 3.75, 2.8, 2.5",5.2,313,16:03.0,,,2,1,1,2,5,4,45,5,59,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,82.00408173,67.5766983,83.86643219
376,B7BD72D4-9F86-415F-809B-B3173843B923,willow oak,Quercus,phellos,NA,QUPH                ,189796,37:07.0,,S-R21-QUPH-059,3343,35.978198,-78.902123,"403 Moline St, Durham, NC 27707, USA",,29.7,361,38:16.0,40:57.0,Mail box attached to the trunk.,2,2,1,2,15,4,45,4,20,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.45220184,67.71987915,84.16791534
378,173FE7FC-18CE-418D-A549-B3AD9B404AC2,Norway maple,Acer,platanoides,NA,ACPL                ,189796,07:16.0,24:14.6,S-P21-ACPL-062,3002,36.0003,-78.89297,"315 Dowd St, Durham, NC 27701, USA","DBH measured at 4'1''. We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",1,420,08:54.0,,"DBH measured at 4'1''. We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",2,2,2,2,1,5,25,4,75,62.9,173600,24.51280022,21.95669937,RU-M,RES_HIGH_DENSITY,RES,82.09607697,67.9466095,84.83881378
379,E1F1D06F-50C6-4EEE-97F4-B3BCA3D3182E,willow oak,Quercus,phellos,NA,QUPH                ,189796,30:58.0,25:04.2,S-O18-QUPH-031,3343,36.008047,-78.934482,"2204 Erwin Rd, Durham, NC 27705, USA",,18,7,32:24.0,,,2,2,NA,2,5,3,35,4,69,100,,24.16559982,21.82219887,UC, , ,83.20859528,69.46414185,84.56138611
380,9F7919F0-03B7-4FCB-87E0-B432392FADC1,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,07:26.0,40:19.5,S-R21-CRVI-050,3959,35.97795,-78.90095,"420 Moline St, Durham, NC 27707, USA",,1.2,357,08:24.0,,Pole.,2,2,2,2,1,5,45,4,37,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.63161469,67.79574585,84.65999603
382,EB13D0EF-4562-4BDB-8149-B619A8A57802,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,42:52.0,,S-R21-CACA-042,3258,35.978026,-78.90187,"412 Moline St, Durham, NC 27707, USA",,1.01,351,44:18.0,,Protection at base.,2,2,1,2,10,5,45,4,30,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.48603058,67.79166412,84.44304657
384,43416E5B-9E23-4B28-99F4-B72E5A3883CE,sweetbay,Magnolia,virginiana,NA,MAVI2               ,189796,53:04.0,19:03.9,S-O21-MAVI-069,3302,36.00541,-78.89301,"116 E Trinity Ave, Durham, NC 27701, USA",,1,319,54:25.0,,,2,2,2,2,1,5,55,4,48,54.5,367200,24.53689957,21.95469856,RU-5(2),RES_HIGH_DENSITY,RES,81.89940643,67.29031372,83.71265411
386,E40CD0E5-D66B-4C0C-B6B0-B7A5461C81BD,maple,Acer,spp.,NA,ACER                ,189796,36:03.0,13:37.8,S-Q21-ACTR-078,3477,35.996801,-78.903638,"352 W Main St, Durham, NC 06422, USA",,3.1,286,38:16.0,,Spot leaf,2,3,1,3,1,5,15,3,80,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.61790466,68.47797394,85.64187622
392,61DBCC32-8B49-45FE-A5E0-B9FF35CD1E07,Persian ironwood,Parrotia,persica,NA,PAPE18              ,189796,40:58.0,51:12.8,S-P21-PAPE-046,22567,36.00055,-78.8968,"107 Broadway St, Durham, NC 27701, USA",The leaves are all browned,0.8,405,42:06.0,,The leaves are all browned; Persian spire cultivar.,2,5,NA,NA,20,NA,45,1,70,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.84552002,69.03655243,84.54938507
393,4A94F56F-4FC2-4285-BC90-BA346A60D843,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,45:19.0,12:25.6,S-Q21-GYDI-040,3986,35.995992,-78.903844,"212 Ramseur St, Durham, NC 27701, USA",,7.45,478,33:58.0,,,2,1,1,1,1,5,35,5,82,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.73799896,68.29852295,85.49984741
394,0CF851FE-7C22-44E1-BD40-BACB1CD4A516,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,44:40.0,,S-P21-CECA-009,3273,36.00032,-78.895879,"Dowd St at Mangum St, Durham, NC 27701, USA",,0.95,370,45:58.0,,,2,4,3,5,65,4,85,2,64,74.9,363600,24.47979927,21.92829895,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.11800385,68.54982758,84.62833405
395,C99AD674-9637-41DC-BF7F-BB38AB6E6610,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,15:57.0,,S-P21-LAUN-039,6931,36.000838,-78.897435,"113 Broadway St, Durham, NC 27701, USA",,1.25,398,16:57.0,,,2,1,2,1,5,4,45,5,61,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.71426392,69.02444458,84.61459351
396,CBBBB85C-5667-427B-9407-BC0931103FFA,red maple,Acer,rubrum,NA,ACRU                ,189796,33:26.0,34:44.9,S-R21-ACRU-039,3247,35.9781,-78.90227,"403 Moline St, Durham, NC 27707, USA",Large gash in the trunk suggesting decay.,17.2,348,35:15.0,,Large gash in the trunk suggesting decay.,2,2,2,1,1,4,25,4,57,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.57569885,67.74977875,84.13286591
397,78280700-36D6-47BA-AE29-BC2F86E2E0E0,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,29:11.0,,S-P21-PRUN-057,6898,36.000265,-78.894261,"907 N Roxboro St, Durham, NC 27701, USA",,0.15,416,30:04.0,,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain, based on the previous two trees and the bark.",2,5,NA,NA,100,NA,95,1,72,74.9,363600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.59535217,67.86119843,84.51540375
400,6A38327F-9961-41F6-9512-BE61A1A48CDD,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,40:56.0,,S-P21-ZESE-031,18056,36.000386,-78.891736,"Dowd St at Gurley St (WB), Durham, NC 27701, USA",,1,391,43:26.0,,,2,2,2,2,20,5,65,4,67,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.67468262,67.64918518,84.97836304
402,F21C2F01-14C5-49AE-8085-BF1D57C2A980,willow oak,Quercus,phellos,NA,QUPH                ,203642,18:52.0,15:37.4,S-O21-QUPH-050,3343,36.00552,-78.89534,"114 W Trinity Ave, Durham, NC 27701, USA",,17,81,19:57.0,,,2,1,1,2,1,5,35,5,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.59895325,67.64141846,84.17668915
403,569AC7B5-921A-4F8F-9DF9-BF5A5A596127,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,24:40.0,57:12.4,S-Q21-ULPA-076,6567,35.997019,-78.90441,"Chapel Hill St at Main St, Durham, NC 27701, USA",,4.7,284,25:38.0,,"Yellowing leaves, nail in trunk",2,3,1,3,5,4,55,3,55,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.64635468,68.61450195,85.7062912
405,6FED5D1E-E9C8-41B0-9A34-BFD3E9E52EB6,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,27:46.0,15:36.4,S-O18-PRUN-026,6898,36.008256,-78.936635,"2250 Erwin Rd, Durham, NC 27705, USA","DBH taken at 1'4""",10.61,16,31:11.0,,,2,3,2,3,30,3,45,3,79,100,,24.16559982,21.82219887,UC, , ,83.46318054,69.95600128,85.11357117
406,E6BD4D35-DC8D-4F2A-8AC8-C0010CC0A4FA,willow oak,Quercus,phellos,NA,QUPH                ,189796,25:55.0,25:18.6,S-O18-QUPH-049,3343,36.008008,-78.936579,"2300 Erwin Rd, Durham, NC 27710, USA",,16.6,50,27:43.0,,,2,2,2,2,1,4,25,4,66,100,,24.16559982,21.82219887,UC, , ,83.40744781,69.90076447,85.15470123
407,CB342D35-BFAF-4AAA-9A9C-C001B97BB043,willow oak,Quercus,phellos,NA,QUPH                ,189796,36:38.0,,S-S22-QUPH-012,3343,35.974283,-78.892481,"1308 Rosewood St, Durham, NC 27701, USA",,42.5,436,37:38.0,,,2,2,1,2,5,5,35,4,41,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.48281097,67.3292923,84.09130859
408,438BB79D-6300-43F9-9656-C0B3CA0BFB96,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,46:44.0,24:37.6,S-U16-LAUN-013,6931,35.95365,-78.9558,"3406 Windsor Way, Durham, NC 27707, USA","Multistemmed other dbhs: 4, 3.35, 4.2, 4.4, 3.1",5.4,299,49:10.0,,,2,2,1,1,1,4,45,4,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.8283844,67.89096832,82.07103729
410,147B2FB5-78A7-4019-B181-C14CFCCAE25A,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,03:29.0,11:55.0,S-U16-LAUN-015,6931,35.95354,-78.95575,"3406 Windsor Way, Durham, NC 27707, USA",,6,301,06:19.0,,Decay at stump,2,1,1,2,5,5,45,5,6,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.7624588,67.92888641,82.11253357
412,79853D59-DDAD-4786-9FC4-C15E113045CD,winged elm,Ulmus,alata,NA,ULAL                ,189796,44:27.0,26:49.9,S-U16-ULAL-008,3357,35.95402,-78.95612,"3405 Windsor Way, Durham, NC 27707, USA",,15.8,294,45:41.0,,,2,2,1,2,10,4,45,4,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.93460083,67.69096375,82.34661102
413,50A13EA3-80EA-40CD-AE0A-C26E567436DA,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,23:11.0,,S-P21-LAUN-041,6931,36.000737,-78.897199,"111 Broadway St, Durham, NC 27701, USA",,1.5,400,24:56.0,,,2,1,2,1,1,5,55,5,65,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.73458862,69.02186584,84.64639282
414,0278B967-76CE-4E09-9D50-C30F5F494F4A,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,52:02.0,38:41.8,S-R21-CACA-046,3258,35.97799,-78.90129,"418 Moline St, Durham, NC 27707, USA",,0.75,354,52:48.0,,Mulch volcano.,2,3,2,3,1,4,45,3,28,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.37652588,67.81902313,84.50655365
415,241EADD1-A2D1-4893-98DC-C328278E60A5,red maple,Acer,rubrum,NA,ACRU                ,189796,46:38.0,21:22.8,S-Q21-ACRU-024,3247,35.99431,-78.902153,"205 Blackwell St, Durham, NC 27701, USA",,4.6,238,48:58.0,,,2,2,1,2,15,5,45,4,72,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.05291748,69.18032074,84.19672394
417,50719528-0ACB-43B6-ACF8-C3FD6DC4D6EA,unlisted plant,,,NA,,189796,45:12.0,,S-M19-NYSY-012,59420,36.024576,-78.914025,"1401 Hudson Ave, Durham, NC 27705, USA","DBH estimated, four stems",12,456,47:02.0,, Considerable large branch dieback,2,2,2,2,5,3,45,4,37,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.62523651,67.72721863,84.25811005
418,72A3E04F-6420-4FC1-934A-C453B4BE20C5,willow oak,Quercus,phellos,NA,QUPH                ,189796,07:05.0,25:31.2,S-O18-QUPH-041,3343,36.00793,-78.93582,"2231 Erwin Rd, Durham, NC 27710, USA",,14.2,42,08:25.0,,Fungal disease on some branches (tiny bumps leading to dieback),2,2,1,2,5,3,35,4,83,100,,24.16559982,21.82219887,UC, , ,83.40810394,69.83859253,85.12272644
420,1A9DF0DC-8274-4163-87FA-C55A3C413222,Norway maple,Acer,platanoides,NA,ACPL                ,189796,14:41.0,24:51.5,S-P21-ACPL-064,3002,36.0003,-78.89259,"316 Dowd St, Durham, NC 27701, USA","This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",1.01,422,17:17.0,,"This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",2,2,2,2,1,5,45,4,66,62.9,173600,24.51280022,21.95669937,RU-M,RES_HIGH_DENSITY,RES,81.91619873,67.86464691,84.72595215
424,2490CB0D-122F-45A3-836D-C70F204543F1,American elm,Ulmus,americana,NA,ULAM                ,189796,41:27.0,56:55.0,S-Q21-ULAM-003,3358,35.99377,-78.90074,"147 S Mangum St, Durham, NC 27701, USA",,4.9,217,44:20.0,,,2,1,2,1,1,5,25,5,68,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.25377655,69.12239075,84.22471619
426,37432FA2-C310-4667-A103-C76E5DE038EF,serviceberry,Amelanchier,spp.,NA,AMELA               ,189796,50:59.0,,S-R21-AMXG-014,47898,35.979494,-78.903258,"125 Dunstan Ave, Durham, NC 27707, USA",Amelanchier x grandiflora Autumn Brilliance,1,336,52:21.0,,,2,2,2,2,10,4,55,4,46,81.8,,24.43400002,21.96369934,RU-5(2),RES_HIGH_DENSITY,RES,81.31206512,67.38253784,84.12752533
427,A22307F3-C475-45B0-B28F-C8407E67DFF0,oak,Quercus,spp.,NA,QUERC               ,203642,13:25.0,,S-O21-QUUN-049,2759,36.005503,-78.895286,"114 W Trinity Ave, Durham, NC 27701, USA",Possibly quercus marylandia,2.7,80,16:19.0,,,2,2,1,2,1,4,55,4,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.55541992,67.62042999,84.05113983
428,B588B9C6-76EC-4310-B530-C8FB7DF0F646,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,13:48.0,,S-P21-GIBI-023,3976,36.000368,-78.893457,"Dowd St at Roxboro Rd (EB), Durham, NC 27701, USA","dbh measured at 2'5""",0.65,384,15:35.0,,,2,3,1,3,1,5,15,3,79,62.9,173600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.2555542,68.02651978,84.77853394
429,1D15C9FD-81AC-4F2C-A75B-C92BEC290F8B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,44:07.0,51:32.2,S-P21-LAUN-047,6931,36.00049,-78.89666,"102 Broadway St, Durham, NC 27701, USA",,1.5,406,44:50.0,,Some trunk sprout.,2,2,1,1,10,5,65,4,57,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.90988159,69.02980804,84.64222717
430,B41BE7FB-4CDF-46A4-A247-C9C261FB19CE,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,33:16.0,,S-P21-PRUN-070,6898,36.000303,-78.891246,"412 Dowd St, Durham, NC 27701, USA",,0.64,427,34:30.0,,Some trunk sprout.,2,2,1,2,1,5,55,4,61,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.45838928,67.57076263,84.97212982
431,B4943FFE-3255-4062-9241-CA329C25657B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,02:23.0,20:47.2,S-O21-LIUN-111,6931,36.0061,-78.89163,"1309 Shawnee St, Durham, NC 27701, USA","Multistemmed other dbh: 4.2, 4",5.1,326,03:18.0,,,2,1,1,1,5,3,45,5,51,54.5,367200,24.53689957,21.95469856,RU-5(2),RES_HIGH_DENSITY,RES,81.10739136,66.86014557,83.52566528
435,D59371D2-E8EF-4923-9EFF-CCF760BFC0FF,elm,Ulmus,spp.,NA,ULMUS               ,189796,42:38.0,,S-P21-ULUN-022,3478,36.000378,-78.894119,"1001 N Roxboro St, Durham, NC 27701, USA",,1.1,383,46:22.0,48:05.0,Ulmus americana valley forge,2,2,1,2,15,5,55,4,54,74.9,363600,24.51280022,21.95669937,RU-5,RES_MEDIUM_DENSITY,RES,82.47003174,67.98239136,84.50017548
436,75B22364-C301-437F-89A9-CD31AF9FCE8F,live oak,Quercus,virginiana,NA,QUVI                ,189796,21:52.0,,S-S22-QUVI-010,3349,35.974688,-78.892215,"1301 Rosewood St, Durham, NC 27701, USA",Dbh measured at 3ft,46.6,434,25:07.0,,,2,1,1,1,5,4,35,5,34,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.3615036,67.35527039,84.06939697
437,6A303E68-0A12-4877-BD96-CD8F0566247F,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,38:53.0,15:51.4,S-O18-PRUN-027,6898,36.008257,-78.936609,"2250 Erwin Rd, Durham, NC 27705, USA","DBH measured at 1'5""",10.71,17,42:50.0,,Broken branches,2,4,2,3,65,3,55,2,79,100,,24.16559982,21.82219887,UC, , ,83.49343109,69.92417145,85.0867691
438,21159D1C-031F-4E29-8280-CE0BEDD23EBB,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,18:56.0,,S-P21-CECA-016,3273,36.000411,-78.895499,"710 N Mangum St, Durham, NC 27701, USA",,1.05,377,19:52.0,,,2,4,2,5,30,5,55,2,74,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.07923889,68.23943329,84.62996674
440,DD2951BB-4A7B-49D4-94E4-CF39F68C74B9,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,17:19.0,58:05.6,S-Q21-ULPA-074,6567,35.997011,-78.904538,"Chapel Hill St at Main St, Durham, NC 27701, USA",,5.6,282,18:44.0,,,2,2,1,2,5,2,35,4,55,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.62952423,68.61112213,85.70400238
442,29A018BE-46D2-4CEB-B851-CFAAD09C983C,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,41:17.0,,S-R21-CRVI-011,3959,35.979137,-78.902447,"305 Dunstan Ave, Durham, NC 27707, USA",Crataegus viridis,1,335,43:05.0,,,2,5,NA,NA,100,NA,95,1,33,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.1628952,67.68241882,84.00344849
443,098940D6-523B-41AB-BADE-D0A373398177,Kousa dogwood,Cornus,kousa,NA,COKO2               ,179696,17:58.0,13:58.5,S-O21-COKO-029,17242,36.00535,-78.8952,"113 W Trinity Ave, Durham, NC 27701, USA",,1.7,136,19:50.0,,Surround by grooming bushes,2,2,2,2,5,4,45,4,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.53153229,67.61960602,84.02645111
447,F961A405-3914-4AB5-9F70-D44CEF7EA97C,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,53:17.0,21:07.9,S-O21-LAUN-109,6931,36.00603,-78.89164,"1309 Shawnee St, Durham, NC 27701, USA","Multistemmed other dbh: 2.1, 3, 3.2, 1.9, 3.25",4.15,325,56:23.0,,,2,1,1,2,5,4,45,5,68,54.5,367200,24.53689957,21.95469856,RU-5(2),RES_HIGH_DENSITY,RES,81.14414978,66.91512299,83.53984833
448,FA76D135-CF02-494A-BFE8-D4FF26E20629,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,18:21.0,12:38.7,S-Q21-GYDI-034,3986,35.995697,-78.903296,"100 Ramseur St, Durham, NC 27701, USA",,2.5,248,20:25.0,24:59.0,Trunk damage,2,2,1,2,5,4,65,4,84,74.9,363600,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.52300262,68.35992432,85.36022949
449,FE620AD0-BA55-4646-B0A1-D54D341AD96F,Persian ironwood,Parrotia,persica,NA,PAPE18              ,189796,33:31.0,50:14.8,S-P21-PAPE-044,22567,36.00062,-78.89695,"109 Broadway St, Durham, NC 27701, USA",,1,403,34:14.0,,Persian spire cultivar. ,2,4,2,5,70,5,85,2,70,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.82210541,69.01628113,84.67396545
450,8C331907-E7A4-47B8-95F1-D570FAACCEE3,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,21:16.0,08:39.1,S-P21-CECA-017,3273,36.00043,-78.89544,"710 N Mangum St, Durham, NC 27701, USA",,1,378,22:12.0,,,2,3,2,3,5,5,45,3,74,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.05810547,68.22252655,84.59684753
452,504E985E-0DA9-44D9-BFBD-D647991AE85B,willow oak,Quercus,phellos,NA,QUPH                ,189796,42:52.0,23:32.4,S-O18-QUPH-051,3343,36.008,-78.93675,"2300 Erwin Rd, Durham, NC 27710, USA",,11.85,52,45:44.0,,Some chlorotic leaves,2,2,1,2,10,3,45,4,77,100,,24.16559982,21.82219887,UC, , ,83.38053131,69.94924164,85.15899658
453,392B0A92-4CC3-43E9-AA97-D66B7D78C059,trident maple,Acer,buergerianum,NA,ACBU4               ,189796,13:25.0,22:37.4,S-Q21-ACBU-033,20243,35.995681,-78.903237,"100 Ramseur St, Durham, NC 27701, USA",,9.75,247,14:59.0,,Ton of seeds,2,1,1,2,1,4,15,5,77,74.9,363600,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.52300262,68.35992432,85.36022949
455,12EFD75F-7FC7-461A-AE7C-D821D728FB11,holly,Ilex,spp.,NA,ILEX                ,189796,05:46.0,11:35.0,S-U16-ILCO-004,17039,35.954281,-78.956497,"3800 Old Chapel Hill Rd, Durham, NC 27707, USA",,11.15,290,07:57.0,,,2,1,1,1,5,5,35,5,42,2.4,654300,24.34879875,21.93159866,RS-10,RES_LOW_DENSITY,RES,81.01226807,67.92282104,82.60263824
456,908476B9-21C2-45BF-B6FD-D83DB561B2D5,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,30:33.0,,S-P21-LAUN-007,6931,36.000991,-78.898022,"206 Broadway St #104, Durham, NC 27701, USA",,1.25,368,31:46.0,,,2,1,1,1,1,4,45,5,91,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.72686768,68.89128876,84.75792694
457,DA38F2EE-445F-40B2-8470-D9EE380FE8F6,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,23:29.0,26:40.9,S-P21-CACA-067,3258,36.00031,-78.89209,"402 Dowd St, Durham, NC 27701, USA",,1.25,424,24:08.0,,Some yellowing close to the trunk.,2,3,2,3,5,5,35,3,61,62.9,173600,24.51280022,21.95669937,RU-M,RES_HIGH_DENSITY,RES,81.60408783,67.73516083,84.61857605
458,007F1A42-CFCC-47B8-AFD2-DA3F4F21C790,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,22:38.0,25:03.4,S-U16-LAUN-017,6931,35.95346,-78.95572,"3406 Windsor Way, Durham, NC 27707, USA","Multistemmed other dbhs: 6.4, 6, 6.1, 5.5, 6",6.5,303,25:21.0,,,2,2,1,2,5,4,35,4,6,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.74491882,67.87682343,82.20056152
459,672DCE1A-DAE4-48C1-B930-DA8504712CA4,live oak,Quercus,virginiana,NA,QUVI                ,189796,58:02.0,08:08.5,S-S22-QUVI-016,3349,35.97488,-78.89234,"1300 Rosewood St, Durham, NC 27701, USA",,34.5,440,00:44.0,,,2,2,1,1,5,3,35,4,22,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.4069519,67.36141205,84.36571503
