,Year,Date,TreeName,Segment,Genus,Species,TotalDBH,LandUse,SiteType,Pruned,HatrackPrune,FlushCutPrune,PercentImperv,Powerline,Mulch,MulchVolcano,TreeGuard,Gardenscape,Mowing,GrassDescription,Grate,GirdlingRoots,RoadSideLift,RoadSideCrack,TrunkDamage,LeafCurling,Discoloration,Defoliation,Dieback,CrownVigor,CrownLight
133,2023,7/21/2023,16-ACPL-078,16,Acer,platanoides,12.2,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,TRUE,0,1,2,1,4.5,3,2
134,2022,2022-07-05T00:00:00.000Z,16-ACPL-078,16,Acer,platanoides,12,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,TRUE,0,0,2,1,4,2,2
135,2022,2022-07-05T00:00:00.000Z,16-ACSA-079,16,Acer,saccharinum,27.7,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,1,0,1,2,4,2,4
136,2023,7/21/2023,16-ACPL-080,16,Acer,platanoides,17.1,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,1,3,2,9,4,3
137,2022,2022-07-05T00:00:00.000Z,16-ACPL-080,16,Acer,platanoides,17,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,1,0,2,1,4,3,3
138,2022,2022-07-05T00:00:00.000Z,16-ACRU-081,16,Acer,rubrum,16.4,MFR,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,0,FALSE,0,0,4,1,1,4,4
139,2023,7/21/2023,16-ACPL-082,16,Acer,platanoides,14.5,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,1,2,1,2,2,2
140,2022,2022-07-05T00:00:00.000Z,16-ACPL-082,16,Acer,platanoides,14.4,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,1,0,2,1,2,2,2
141,2022,2022-07-05T00:00:00.000Z,16-FRUN-083,16,Fraxinus,unknown,27.9,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,0,1,1,3,1,5
142,2023,7/21/2023,16-ACPL-084,16,Acer,platanoides,18.5,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,2,1,3,2,2
143,2022,2022-07-05T00:00:00.000Z,16-ACPL-084,16,Acer,platanoides,18.2,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,TRUE,0,0,2,1,2,2,3
144,2023,7/21/2023,16-ACPL-085,16,Acer,platanoides,17.8,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,2,1,6,3,3
145,2022,2022-07-05T00:00:00.000Z,16-ACPL-085,16,Acer,platanoides,17.7,MFR,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,1,1,4,3,4
146,2022,2022-07-05T00:00:00.000Z,16-ACRU-086,16,Acer,rubrum,19,MFR,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,1,0,TRUE,1,0,2,1,2,2,4
147,2023,7/21/2023,16-GLTR-087,16,Gleditsia,triacanthos,27.4,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,1,1,2,3,1,4
148,2022,2022-07-05T00:00:00.000Z,16-GLTR-087,16,Gleditsia,triacanthos,26.6,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,1,1,4,2,5
149,2023,7/21/2023,16-ACPL-088,16,Acer,platanoides,16.6,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,1,2,1,5,3,3
150,2022,2022-07-05T00:00:00.000Z,16-ACPL-088,16,Acer,platanoides,16.6,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,1,0,FALSE,0,0,1,1,6,4,4
151,2023,7/21/2023,16-ACPL-089,16,Acer,platanoides,20.9,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,1,TRUE,0,0,2,1,11,4,5
152,2022,2022-07-05T00:00:00.000Z,16-ACPL-089,16,Acer,platanoides,20.6,MFR,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,1,1,TRUE,0,0,2,1,7,3,5
163,2023,7/18/2023,46-01-ACPL-006,49,Acer,platanoides,4.4,SFR-D,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,2,1,4
164,2021,2021-07-15T00:00:00.000Z,46-01-ACPL-006,49,Acer,platanoides,3.9,SFR-D,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,2,1,4
165,2022,2022-06-07T00:00:00.000Z,46-01-ACPL-006,49,Acer,platanoides,3.9,SFR-D,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,2,1,4
168,2023,7/18/2023,46-01-ACPL-008,49,Acer,platanoides,12,SFR-D,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,3
169,2021,2021-07-15T00:00:00.000Z,46-01-ACPL-008,49,Acer,platanoides,11.3,SFR-D,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,4
170,2022,2022-06-07T00:00:00.000Z,46-01-ACPL-008,49,Acer,platanoides,11.3,SFR-D,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,2,2,1,2,4
171,2023,7/18/2023,46-01-ACPL-009,49,Acer,platanoides,15.2,SFR-D,SP,1,1,0,5,1,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,3,1,1,3,2
172,2021,2021-07-15T00:00:00.000Z,46-01-ACPL-009,49,Acer,platanoides,14.3,SFR-D,SP,1,1,0,5,1,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,1,1,1,1,4
173,2022,2022-06-07T00:00:00.000Z,46-01-ACPL-009,49,Acer,platanoides,14.3,SFR-D,SP,1,1,0,5,1,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,2,2,1,1,2
215,2023,7/18/2023,46-01-ACPL-030,49,Acer,platanoides,17.9,SFR-D,SP,1,0,0,5,1,1,1,0,None,recent,Lush,0,0,1,FALSE,0,0,3,1,3,4,3
216,2021,2021-06-25T00:00:00.000Z,46-01-ACPL-030,49,Acer,platanoides,17.8,SFR-D,SP,1,0,0,5,0,1,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,1,2,3
217,2023,7/18/2026,46-01-ACPL-031,49,Acer,platanoides,15,SFR-D,SP,1,0,1,5,1,1,0,0,None,recent,Lush,0,0,0,TRUE,0,0,3,1.5,3,4,3
218,2021,2021-08-18T00:00:00.000Z,46-01-ACPL-031,49,Acer,platanoides,15,SFR-D,SP,1,0,1,5,1,1,0,0,None,recent,Lush,0,0,0,TRUE,0,0,3.5,1.5,2,3.5,3.5
219,2022,2022-06-14T00:00:00.000Z,46-01-ACPL-031,49,Acer,platanoides,15,SFR-D,SP,1,0,1,5,1,1,0,0,None,recent,Lush,0,0,0,TRUE,0,0,2,1,3,2,4
268,2023,7/18/2023,46-01-ACPL-056,49,Acer,platanoides,2,MFR,SP,1,0,0,3,0,1,0,1,None,recent,Patchy but green,0,0,0,FALSE,1,1,1,1,1,1,5
269,2021,2021-07-02T00:00:00.000Z,46-01-ACPL-056,49,Acer,platanoides,1.7,SFR-D,SP,1,0,0,3,0,1,0,1,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,1,1,1,5
270,2022,2022-06-27T00:00:00.000Z,46-01-ACPL-056,49,Acer,platanoides,1.7,SFR-D,SP,1,0,0,3,0,1,0,1,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,1,1,1,5
347,2023,7/18/2023,46-01-ACPL-090,49,Acer,platanoides,15.2,SFR-D,SP,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,1,1,1,1,1,5
348,2021,2021-07-09T00:00:00.000Z,46-01-ACPL-090,49,Acer,platanoides,14.3,SFR-D,SP,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,5
349,2022,2022-06-28T00:00:00.000Z,46-01-ACPL-090,49,Acer,platanoides,14.3,SFR-D,SP,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,2,1,1,1,5
181,2021,2021-06-25T00:00:00.000Z,46-01-ACRU-014,49,Acer,rubrum,5.1,SFR-D,SP,1,0,0,5,1,0,0,1,None,recent,Lush,0,0,0,FALSE,1,0,3,1,1,3,3
182,2022,2022-06-07T00:00:00.000Z,46-01-ACRU-014,49,Acer,rubrum,5.1,SFR-D,SP,1,0,0,5,1,0,0,1,None,recent,Lush,0,0,0,FALSE,1,0,4,1,2,4,3
207,2021,2021-06-25T00:00:00.000Z,46-01-ACRU-025,49,Acer,rubrum,5.1,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,0,2,1,1,2,4
208,2022,2022-06-14T00:00:00.000Z,46-01-ACRU-025,49,Acer,rubrum,5.1,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,0,4,1,2,4,3
285,2022,2022-06-29T00:00:00.000Z,46-01-ACRU-063,49,Acer,rubrum,1.75,MFR,SP,1,1,0,3,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,0,5,1,1,4,0
286,2021,2021-07-09T00:00:00.000Z,46-01-ACRU-063,49,Acer,rubrum,1.75,MFR,SP,1,1,0,3,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,0,5,1,1,4,0
1610,2021,2021-07-15T00:00:00.000Z,46-01-ACXF-013,49,Acer,x freemanii,10.2,SFR-D,SP,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,2,3
1611,2022,2022-06-07T00:00:00.000Z,46-01-ACXF-013,49,Acer,x freemanii,10.2,SFR-D,SP,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,1,4
1612,2021,2021-06-25T00:00:00.000Z,46-01-ACXF-027,49,Acer,x freemanii,4.6,SFR-D,SP,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,0,NA,NA,NA,0,5,1,2,3,0
1613,2022,2022-06-14T00:00:00.000Z,46-01-ACXF-027,49,Acer,x freemanii,4.6,SFR-D,SP,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,0,NA,NA,NA,0,5,1,1,4,2
1608,2021,2021-07-09T00:00:00.000Z,46-01-ACXF-064,49,Acer,x freemanii,4.9,MFR,SP,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,5,1,1,4,1
1609,2022,2022-06-27T00:00:00.000Z,46-01-ACXF-064,49,Acer,x freemanii,4.9,MFR,SP,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,4,1,1,4,0
180,2023,7/18/2023,46-01-ACXF-013,49,Acer,x freemanii,10.8,SFR-D,SP,1,0,0,4,1,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,1,1,2,3
211,2023,7/18/2023,46-01-ACXF-027,49,Acer,x freemanii,4.9,SFR-D,SP,1,0,0,4,0,0,0,1,None,recent,Patchy but green,0,0,0,FALSE,0,0,5,1,1,4,1
287,2023,7/18/2023,46-01-ACXF-064,49,Acer,x freemanii,5.1,SFR-A,SP,1,0,0,4,1,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,5,1,1,4,1
205,2022,2022-06-29T00:00:00.000Z,46-01-AEFL-024,49,Aesculus,flava,4,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,2,1,1,1,4.5
206,2021,2021-06-25T00:00:00.000Z,46-01-AEFL-024,49,Aesculus,flava,4,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,2,1,1,4,5
338,2021,2021-07-09T00:00:00.000Z,46-01-AEFL-085,49,Aesculus,flava,6.6,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,old,Lush,0,0,0,TRUE,0,0,2,1,1,2,5
339,2022,2022-06-28T00:00:00.000Z,46-01-AEFL-085,49,Aesculus,flava,6.6,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,old,Lush,0,0,0,TRUE,0,0,2,1,1,1,5
204,2021,2021-06-25T00:00:00.000Z,46-01-AEUNK-023,49,Aesculus,unknown,5.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,1,1,5
290,2022,2022-06-27T00:00:00.000Z,46-01-AIAL-066,49,Ailanthus,altissima,24,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,2,3,2,3
291,2021,2021-07-09T00:00:00.000Z,46-01-AIAL-067,49,Ailanthus,altissima,8.3,MFR,SP,1,1,0,5,1,0,0,0,None,recent,Lush,0,0,0,FALSE,1,0,1,1,3,1,3
292,2022,2022-06-27T00:00:00.000Z,46-01-AIAL-067,49,Ailanthus,altissima,8.3,MFR,SP,1,1,0,5,1,0,0,0,None,recent,Lush,0,0,0,FALSE,1,0,1,1,7,3,4
191,2022,2022-06-07T00:00:00.000Z,46-01-ALGL-018,49,Alnus,glutinosa,14.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,1,1,2,1,5
192,2021,2021-06-25T00:00:00.000Z,46-01-ALGL-018,49,Alnus,glutinosa,14.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,1.5,1,1.5,1,4.5
262,2021,2021-07-02T00:00:00.000Z,46-01-BEPA-053,49,Betula,papyrifera,5.5,SFR-D,SP,1,0,0,4,1,1,0,0,Moderate,recent,Lush,0,0,0,FALSE,0,0,1,1,1,1,2
236,2021,2021-06-25T00:00:00.000Z,46-01-CASP-040,49,Catalpa,speciosa,9.8,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,4
237,2022,2022-06-14T00:00:00.000Z,46-01-CASP-040,49,Catalpa,speciosa,9.8,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,4
244,2021,2021-07-02T00:00:00.000Z,46-01-CASP-043,49,Catalpa,speciosa,21,SFR-D,SP,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,1,2,2,2,5
245,2022,2022-06-27T00:00:00.000Z,46-01-CASP-043,49,Catalpa,speciosa,21,SFR-D,SP,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,2,1,2,2,5
250,2021,2021-07-02T00:00:00.000Z,46-01-CASP-046,49,Catalpa,speciosa,25.9,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,1,2,1,1,4
251,2022,2022-06-27T00:00:00.000Z,46-01-CASP-046,49,Catalpa,speciosa,25.9,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,2,1,2,2,5
257,2021,2021-07-02T00:00:00.000Z,46-01-CECA-049,49,Cercis,canadensis,5.3,SFR-D,SP,1,1,0,3,1,1,0,0,Moderate,recent,Lush,0,0,0,FALSE,0,0,2,1,11,3,4
258,2022,2022-06-27T00:00:00.000Z,46-01-CECA-049,49,Cercis,canadensis,5.3,SFR-D,SP,1,1,0,3,1,1,0,0,Moderate,recent,Lush,0,0,0,FALSE,0,0,2,1,2,1,4
259,2021,2021-07-02T00:00:00.000Z,46-01-CECA-050,49,Cercis,canadensis,6.1,SFR-D,SP,1,0,0,4,1,1,0,0,Moderate,recent,Lush,0,0,0,TRUE,0,0,1,1,1,1,3
188,2023,7/18/2023,46-01-CEOC-017,49,Celtis,occidentalis,13.7,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,2,2,2,2,4
189,2021,2021-06-25T00:00:00.000Z,46-01-CEOC-017,49,Celtis,occidentalis,12.7,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,2,2,3,4
190,2022,2022-06-07T00:00:00.000Z,46-01-CEOC-017,49,Celtis,occidentalis,12.7,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,1,2,3,2,5
193,2023,7/18/2023,46-01-CEOC-019,49,Celtis,occidentalis,9.9,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,1,1,2,2,1,4
194,2021,2021-06-25T00:00:00.000Z,46-01-CEOC-019,49,Celtis,occidentalis,9.5,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,0,4,2,2,3,4
195,2022,2022-06-07T00:00:00.000Z,46-01-CEOC-019,49,Celtis,occidentalis,9.5,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,0,1,2,3,2,4
196,2023,7/18/2023,46-01-CEOC-020,49,Celtis,occidentalis,9.4,SFR-D,SC,1,1,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,1,1,2,2,2,3
197,2021,2021-06-25T00:00:00.000Z,46-01-CEOC-020,49,Celtis,occidentalis,9.1,SFR-D,SC,1,1,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,0,2,2,3,2,2
198,2022,2022-06-07T00:00:00.000Z,46-01-CEOC-020,49,Celtis,occidentalis,9.1,SFR-D,SC,1,1,0,5,0,0,0,0,Minimal,recent,Lush,0,0,0,FALSE,0,0,1,2,3,2,3
202,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-022,49,Fraxinus,pennsylvanica,33.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,4,1,10,3,3
203,2022,2022-06-07T00:00:00.000Z,46-01-FRPE-022,49,Fraxinus,pennsylvanica,33.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,10,3,5
209,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-026,49,Fraxinus,pennsylvanica,10.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,2,2,2
210,2022,2022-06-14T00:00:00.000Z,46-01-FRPE-026,49,Fraxinus,pennsylvanica,10.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,2,2,4
212,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-028,49,Fraxinus,pennsylvanica,17.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,2,4,2,2
213,2022,2022-06-14T00:00:00.000Z,46-01-FRPE-028,49,Fraxinus,pennsylvanica,17.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,13,4,5
214,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-029,49,Fraxinus,pennsylvanica,22.7,SFR-D,SP,1,0,0,5,0,1,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,2,2,3,4
220,2021,2021-07-15T00:00:00.000Z,46-01-FRPE-032,49,Fraxinus,pennsylvanica,18.3,SFR-D,SP,1,0,1,5,1,1,0,0,None,recent,Lush,0,0,0,FALSE,1,0,1,1,2,1,4
221,2022,2022-06-14T00:00:00.000Z,46-01-FRPE-032,49,Fraxinus,pennsylvanica,18.3,SFR-D,SP,1,0,1,5,1,1,0,0,None,recent,Lush,0,0,0,FALSE,1,0,1,1,2,1,4
222,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-033,49,Fraxinus,pennsylvanica,19.7,COMM,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,0,TRUE,0,0,1,1,2,1,5
223,2022,2022-06-14T00:00:00.000Z,46-01-FRPE-033,49,Fraxinus,pennsylvanica,19.7,COMM,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,0,TRUE,0,0,2,1,3,2,4
224,2022,2022-06-14T00:00:00.000Z,46-01-FRPE-034,49,Fraxinus,pennsylvanica,36.5,COMM,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,1,FALSE,0,0,1,1,3.5,1.5,5
225,2021,2021-06-25T00:00:00.000Z,46-01-FRPE-034,49,Fraxinus,pennsylvanica,36.5,COMM,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,1,FALSE,0,0,1,1,4,1,5
178,2021,2021-07-15T00:00:00.000Z,46-01-FRUNK-012,49,Fraxinus,pennsylvanica,19.7,SFR-D,SP,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,1,1,5,1,4
179,2022,2022-06-07T00:00:00.000Z,46-01-FRUNK-012,49,Fraxinus,pennsylvanica,19.7,SFR-D,SP,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,2,1,9,3,4
246,2021,2021-07-02T00:00:00.000Z,46-01-FRUNK-044,49,Fraxinus,pennsylvanica,33.8,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,3,2,4
247,2022,2022-06-27T00:00:00.000Z,46-01-FRUNK-044,49,Fraxinus,pennsylvanica,33.8,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,3,2,5
248,2021,2021-07-02T00:00:00.000Z,46-01-FRUNK-045,49,Fraxinus,pennsylvanica,6.1,SFR-D,SP,1,1,0,4,0,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,1.5,1.5,1.5,1,3
249,2022,2022-06-27T00:00:00.000Z,46-01-FRUNK-045,49,Fraxinus,pennsylvanica,6.1,SFR-D,SP,1,1,0,4,0,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,1.5,1,1.5,2,4
261,2021,2021-07-02T00:00:00.000Z,46-01-FRUNK-052,49,Fraxinus,pennsylvanica,24.2,SFR-D,SP,1,0,0,5,1,0,0,0,None,recent,Lush,0,0,0,TRUE,1,0,1,1,2,1,5
271,2021,2021-07-02T00:00:00.000Z,46-01-FRUNK-057,49,Fraxinus,unknown,16,COMM,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,4
272,2022,2022-06-27T00:00:00.000Z,46-01-FRUNK-057,49,Fraxinus,unknown,16,COMM,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,2,1,2,2,5
283,2021,2021-07-09T00:00:00.000Z,46-01-FRUNK-062,49,Fraxinus,unknown,15.4,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,3,1,2
284,2022,2022-06-27T00:00:00.000Z,46-01-FRUNK-062,49,Fraxinus,unknown,15.4,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,5,2,2
263,2021,2021-07-02T00:00:00.000Z,46-01-GIBI-054,49,Ginkgo,biloba,1.2,SFR-D,SP,1,0,0,2,0,1,0,1,Minimal,old,Lush,0,0,0,FALSE,0,0,1,1,1,1,5
264,2022,2022-06-27T00:00:00.000Z,46-01-GIBI-054,49,Ginkgo,biloba,1.2,SFR-D,SP,1,0,0,2,0,1,0,1,Minimal,old,Lush,0,0,0,FALSE,0,0,2,1,1,1,5
254,2023,7/18/2023,46-01-GLTR-048,49,Gleditsia,triacanthos,27.2,SFR-A,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,1,FALSE,1,1,1,2,2,1,5
255,2021,2021-07-02T00:00:00.000Z,46-01-GLTR-048,49,Gleditsia,triacanthos,26.7,SFR-D,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,1,FALSE,1,0,1,1,1,1,5
256,2022,2022-06-27T00:00:00.000Z,46-01-GLTR-048,49,Gleditsia,triacanthos,26.7,SFR-D,SP,1,0,0,5,1,0,0,0,None,old,Lush,0,0,1,FALSE,1,0,1,2,2,1,5
319,2023,7/18/2023,46-01-GLTR-078,49,Gleditsia,triacanthos,9.8,SFR-A,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,0,1,1,2,2,1,1
320,2022,2022-06-28T00:00:00.000Z,46-01-GLTR-078,49,Gleditsia,triacanthos,9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,0,0,2,2,1,2,2
321,2021,2021-07-09T00:00:00.000Z,46-01-GLTR-078,49,Gleditsia,triacanthos,9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,0,0,1,1,1,1,2
324,2023,7/18/2023,46-01-GLTR-080,49,Gleditsia,triacanthos,10.2,SFR-A,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,1,1,2,2,1.5,2
325,2021,2021-07-09T00:00:00.000Z,46-01-GLTR-080,49,Gleditsia,triacanthos,9.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,0,FALSE,0,0,1,1,1,1,3
326,2022,2022-06-28T00:00:00.000Z,46-01-GLTR-080,49,Gleditsia,triacanthos,9.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,0,FALSE,0,0,1,2,2,2,2
329,2023,7/18/2023,46-01-GLTR-082,49,Gleditsia,triacanthos,10.3,SFR-A,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,1,1,2,1,1,4
330,2022,2022-06-28T00:00:00.000Z,46-01-GLTR-082,49,Gleditsia,triacanthos,9.6,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,2,1.5,1.5,5
331,2021,2021-07-09T00:00:00.000Z,46-01-GLTR-082,49,Gleditsia,triacanthos,9.6,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,5
153,2023,7/18/2023,46-01-GYDI-002,49,Gymnocladus,dioicus,8.1,COMM,SC,1,0,0,5,0,0,0,0,None,N/A,None,1,0,1,FALSE,0,0,3,1,1,3,5
154,2021,2021-07-15T00:00:00.000Z,46-01-GYDI-002,49,Gymnocladus,dioicus,7.3,COMM,SC,1,0,0,5,0,0,0,0,None,N/A,None,1,0,1,FALSE,0,0,2,1,1,1,5
155,2022,2022-06-07T00:00:00.000Z,46-01-GYDI-002,49,Gymnocladus,dioicus,7.3,COMM,SC,1,0,0,5,0,0,0,0,None,N/A,None,1,0,1,FALSE,0,0,2,1,1,1,5
340,2023,7/18/2023,46-01-GYDI-086,49,Gymnocladus,dioicus,4.9,SFR-D,SP,0,0,0,5,1,1,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1.5,1,1,1.5,4.5
341,2021,2021-07-09T00:00:00.000Z,46-01-GYDI-086,49,Gymnocladus,dioicus,4,SFR-D,SP,0,0,0,5,1,1,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,1,1,4.5
342,2022,2022-06-28T00:00:00.000Z,46-01-GYDI-086,49,Gymnocladus,dioicus,4,SFR-D,SP,0,0,0,5,1,1,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,2,1,4
